,importance
opponent3_pre_spike_assists,0.00014754104139830425
self_pre_spike_wallbangs,0.00014742265415010916
ally1_post_spike_assists,0.00014741068899678148
ally3_pre_spike_wallbangs,0.00014741068899678148
opponent3_post_spike_ultimate_usage,0.00014671310416715784
self_post_spike_max_credits_loss,0.00014561559329346767
self_post_spike_movement_metric,0.00014477835526469673
ally4_post_spike_ultimate_usage,0.00014450076370749459
ally3_post_spike_first_bloods,0.00014350718310697483
self_post_spike_total_shield_loss,0.00014307907533368737
opponent0_pre_spike_wallbangs,0.00014245378608516136
round_info_ally_side_defender,0.0001422833606838502
self_pre_spike_longest_gun_secondary_ghost,0.00014198938679813982
self_pre_spike_longest_gun_primary_guardian,0.00014191566437508834
self_pre_spike_ultimate_usage,0.000141584858630624
self_post_spike_longest_gun_primary_bucky,0.00014062768408448428
self_post_spike_elims,0.00014000073992421626
ally2_post_spike_elims,0.00014000073992421626
self_post_spike_max_loadout_value_loss,0.00013883406709151442
ally1_post_spike_ultimate_usage,0.00013775923282436186
self_post_spike_avg_shield,0.00013647294350152274
ally4_post_spike_headshots,0.00013387570755253177
self_pre_spike_longest_gun_primary_marshal,0.00013250262337250577
round_info_round_won,0.0001301569378982948
ally3_pre_spike_first_bloods,0.00012750067385955408
self_post_spike_total_loadout_value_loss,0.0001230475253240181
ally4_pre_spike_headshots,0.00011900062893558375
opponent4_post_spike_assists,0.00011900062893558375
self_longest_gun_primary_vandal,0.00011156308962710981
opponent2_pre_spike_ultimate_usage,9.916719077965315e-05
post_spike_damage_for_self_used,9.916719077965315e-05
ally1_pre_spike_ultimate_usage,9.916719077965315e-05
spike_planted,9.916719077965315e-05
self_pre_spike_avg_shield,9.916719077965315e-05
opponent1_post_spike_ultimate_usage,7.340947888883413e-05
ally4_pre_spike_assists,7.061145618773908e-05
self_longest_gun_primary_operator,6.390185288207578e-05
ally2_pre_spike_deaths,3.48992229089934e-05
self_post_spike_headshots,2.4066215305398594e-05
self_post_spike_longest_gun_secondary_classic,0.0
opponent1_post_spike_first_bloods,0.0
self_longest_gun_secondary_sheriff,0.0
self_longest_gun_secondary_shorty,0.0
self_post_spike_longest_gun_secondary_frenzy,0.0
self_post_spike_longest_inv_state_melee,0.0
self_post_spike_longest_inv_state_primary,0.0
self_longest_gun_secondary_ghost,0.0
self_post_spike_longest_inv_state_secondary,0.0
opponent1_pre_spike_first_bloods,0.0
self_pre_spike_longest_inv_state_none,0.0
self_pre_spike_longest_inv_state_primary,0.0
self_pre_spike_longest_inv_state_secondary,0.0
self_longest_gun_secondary_none,0.0
ally1_ultimate_usage,0.0
self_longest_gun_secondary_frenzy,0.0
self_post_spike_longest_gun_secondary_none,0.0
self_longest_inv_state_primary,0.0
opponent0_post_spike_first_bloods,0.0
self_longest_gun_primary_ares,0.0
self_longest_gun_primary_bucky,0.0
self_longest_gun_primary_bulldog,0.0
self_longest_gun_primary_guardian,0.0
self_longest_gun_primary_judge,0.0
self_longest_gun_primary_marshal,0.0
self_longest_gun_primary_none,0.0
self_longest_gun_primary_odin,0.0
self_longest_gun_primary_phantom,0.0
self_longest_gun_primary_spectre,0.0
self_longest_gun_primary_stinger,0.0
opponent2_pre_spike_deaths,0.0
opponent2_post_spike_elims,0.0
self_post_spike_longest_gun_secondary_ghost,0.0
self_pre_spike_longest_gun_secondary_classic,0.0
self_post_spike_longest_gun_secondary_sheriff,0.0
opponent1_post_spike_assists,0.0
self_post_spike_longest_gun_primary_vandal,0.0
self_pre_spike_longest_gun_primary_ares,0.0
self_pre_spike_longest_gun_primary_bucky,0.0
self_pre_spike_longest_gun_primary_bulldog,0.0
opponent1_pre_spike_headshots,0.0
self_pre_spike_longest_gun_primary_judge,0.0
self_pre_spike_longest_gun_primary_none,0.0
self_post_spike_longest_gun_primary_spectre,0.0
self_pre_spike_longest_gun_primary_odin,0.0
self_pre_spike_longest_gun_primary_operator,0.0
self_pre_spike_longest_gun_primary_phantom,0.0
self_pre_spike_longest_gun_primary_spectre,0.0
self_pre_spike_longest_gun_primary_stinger,0.0
opponent1_pre_spike_deaths,0.0
self_post_spike_longest_gun_primary_stinger,0.0
self_post_spike_longest_gun_primary_phantom,0.0
self_post_spike_longest_gun_secondary_shorty,0.0
self_post_spike_longest_gun_primary_ares,0.0
opponent2_post_spike_assists,0.0
opponent1_post_spike_wallbangs,0.0
opponent1_pre_spike_wallbangs,0.0
self_pre_spike_longest_gun_secondary_none,0.0
self_pre_spike_longest_gun_secondary_sheriff,0.0
self_pre_spike_longest_gun_secondary_shorty,0.0
opponent1_post_spike_headshots,0.0
self_post_spike_longest_gun_primary_operator,0.0
self_post_spike_longest_gun_primary_bulldog,0.0
self_post_spike_longest_gun_primary_guardian,0.0
self_post_spike_longest_gun_primary_judge,0.0
self_post_spike_longest_gun_primary_marshal,0.0
self_post_spike_longest_gun_primary_none,0.0
self_post_spike_longest_gun_primary_odin,0.0
self_longest_inv_state_none,0.0
opponent2_post_spike_wallbangs,0.0
ally3_pre_spike_deaths,0.0
ally2_post_spike_deaths,0.0
self_post_spike_total_credits_loss,0.0
ally1_pre_spike_first_bloods,0.0
ally1_post_spike_first_bloods,0.0
ally1_post_spike_deaths,0.0
ally2_post_spike_total_health_loss,0.0
ally1_post_spike_elims,0.0
self_post_spike_first_bloods,0.0
ally1_pre_spike_wallbangs,0.0
ally2_post_spike_assists,0.0
self_post_spike_wallbangs,0.0
ally2_post_spike_headshots,0.0
ally1_post_spike_avg_health,0.0
ally2_pre_spike_wallbangs,0.0
ally2_post_spike_wallbangs,0.0
ally1_post_spike_wallbangs,0.0
ally1_post_spike_headshots,0.0
opponent2_pre_spike_wallbangs,0.0
opponent1_ultimate_usage,0.0
ally4_pre_spike_ultimate_usage,0.0
ally3_post_spike_ultimate_usage,0.0
ally2_post_spike_ultimate_usage,0.0
opponent0_ultimate_usage,0.0
ally3_pre_spike_ultimate_usage,0.0
opponent0_post_spike_ultimate_usage,0.0
opponent1_pre_spike_ultimate_usage,0.0
opponent4_ultimate_usage,0.0
opponent2_ultimate_usage,0.0
ally3_ultimate_usage,0.0
opponent2_post_spike_ultimate_usage,0.0
opponent3_ultimate_usage,0.0
opponent3_pre_spike_ultimate_usage,0.0
self_post_spike_total_ammo_mag_loss,0.0
ally2_post_spike_first_bloods,0.0
opponent0_post_spike_elims,0.0
opponent0_post_spike_deaths,0.0
opponent3_post_spike_deaths,0.0
opponent3_post_spike_headshots,0.0
ally4_post_spike_elims,0.0
post_spike_information_used,0.0
opponent3_pre_spike_headshots,0.0
opponent3_post_spike_assists,0.0
ally3_post_spike_wallbangs,0.0
opponent3_post_spike_elims,0.0
opponent0_post_spike_assists,0.0
opponent2_post_spike_first_bloods,0.0
ally3_post_spike_assists,0.0
ally3_pre_spike_assists,0.0
ally3_post_spike_deaths,0.0
opponent2_pre_spike_first_bloods,0.0
self_post_spike_ultimate_usage,0.0
ally4_post_spike_deaths,0.0
opponent3_pre_spike_wallbangs,0.0
ally4_post_spike_assists,0.0
opponent3_post_spike_wallbangs,0.0
opponent3_pre_spike_first_bloods,0.0
opponent0_post_spike_wallbangs,0.0
opponent4_post_spike_elims,0.0
ally4_pre_spike_wallbangs,0.0
post_spike_healing_used,0.0
ally4_post_spike_wallbangs,0.0
opponent4_post_spike_headshots,0.0
ally4_post_spike_first_bloods,0.0
self_post_spike_total_ability_usage_4,0.0
opponent4_pre_spike_wallbangs,0.0
opponent4_post_spike_wallbangs,0.0
opponent4_pre_spike_first_bloods,0.0
opponent0_post_spike_headshots,0.0
opponent4_post_spike_ultimate_usage,0.0
