,importance
ally1_character_astra,0.00429733923024167
ally2_character_brimstone,0.004227428462391492
opponent8_character_sova,0.004132244989982963
ally4_character_skye,0.004098710004242269
ally3_character_jett,0.00389775303896914
opponent9_character_killjoy,0.0038650828207527996
opponent9_character_breach,0.003821596213082025
opponent8_character_brimstone,0.003727233564947597
ally3_character_omen,0.0036941186638833894
ally2_character_gekko,0.0036162986377145634
ally4_pre_spike_max_health_loss,0.003239265099354192
map_Ascent,0.0029540494337676826
ally1_character_reyna,0.0027081981927430466
opponent5_character_raze,0.002639633073253392
self_pre_spike_max_loadout_value_loss,0.002629257892254829
opponent5_character_astra,0.002606080029012786
map_unknown,0.0025153955576865147
opponent6_character_omen,0.002472967254143894
self_pre_spike_avg_credits,0.0023271759116830744
ally1_character_brimstone,0.0022580274866751677
opponent6_character_cypher,0.002157400781417778
post_spike_crowd_control_vision_used,0.002133723801427087
opponent8_character_skye,0.0021193621747965644
ally3_character_fade,0.0020690305456459285
map_Icebox,0.0020483946531693496
opponent9_character_gekko,0.002038562362546261
opponent6_character_astra,0.002014434962999643
self_total_firing_time,0.0019951359235510662
ally4_character_kay/o,0.0019525743013108852
ally4_character_raze,0.0019505742460656564
opponent8_character_killjoy,0.0019115270346675125
opponent6_character_fade,0.0018973043500903706
opponent7_character_reyna,0.001875488251519247
opponent5_character_harbor,0.00187063018628064
opponent7_character_raze,0.001865920978731789
ally4_character_sova,0.001846463393433049
opponent6_character_sova,0.001797657022554153
opponent7_character_kay/o,0.0017974535697249823
ally1_character_sova,0.0017664149286305008
ally4_character_breach,0.0017632178049276177
ally1_character_chamber,0.0017616266025058047
ally4_character_astra,0.0017597166882704898
ally2_character_harbor,0.00167930450286369
opponent5_character_gekko,0.0016576161533301743
ally2_pre_spike_avg_health,0.0016488221237317326
opponent6_character_chamber,0.0016381892687937802
round_info_round_length,0.0016325834187003387
ally2_character_chamber,0.0016120479702861972
ally1_character_skye,0.0015748111463476132
ally4_character_sage,0.0015642244392032973
opponent6_character_reyna,0.0015099380054499388
ally1_character_phoenix,0.0014924718800870358
ally3_character_raze,0.0014723557270785836
ally2_character_reyna,0.001456444333747835
ally2_pre_spike_max_health_loss,0.0014149858075613124
ally3_character_breach,0.001351981740014096
round_info_round_start,0.001326806250650445
opponent8_character_omen,0.0013192621020959865
ally1_character_jett,0.0013049414874273095
opponent7_character_gekko,0.0011976186072938176
opponent7_character_chamber,0.0011950559368413456
opponent9_character_brimstone,0.0011881703031382483
ally3_character_cypher,0.0011558279275600159
self_pre_spike_max_health_loss,0.0011477817265467091
opponent8_character_sage,0.0011070201125165339
opponent7_character_breach,0.0010797068242439968
ally2_character_yoru,0.0010787586711363004
ally2_character_viper,0.0010713368563730914
opponent7_character_astra,0.001030978676992922
opponent5_character_kay/o,0.00103039680582393
opponent8_character_reyna,0.0010075846548569124
opponent7_character_jett,0.0009988237596653814
ally3_character_reyna,0.0009670694243432141
ally3_character_chamber,0.0009617154005243738
ally4_character_phoenix,0.0009440957789389052
ally3_character_viper,0.0009412446119851387
ally2_character_fade,0.0009154827936519908
ally1_pre_spike_max_health_loss,0.0008927506393078707
opponent5_character_chamber,0.0008452183657787787
opponent9_character_yoru,0.0008432304229240206
opponent7_character_cypher,0.0008321146289801473
opponent6_character_breach,0.0007693308580161134
opponent7_character_phoenix,0.00076727994047235
ally1_character_breach,0.0007554467834553584
post_spike_crowd_control_general_used,0.0007512047876970335
self_pre_spike_avg_ammo_mag,0.000740477440383708
map_Haven,0.0006992723281678776
ally2_pre_spike_total_health_loss,0.0006895420680278468
ally1_character_fade,0.0006567036127940868
ally1_character_raze,0.000653151279965176
ally4_pre_spike_total_health_loss,0.0006459033729936603
self_pre_spike_avg_health,0.00063545756832384
ally3_character_harbor,0.0006303814975039518
ally4_character_viper,0.0006299069772708854
opponent5_character_viper,0.0006259157864289764
opponent5_character_skye,0.0005812477484436527
opponent9_character_raze,0.0005674567796702217
self_pre_spike_total_credits_loss,0.0005589221363948546
opponent9_character_jett,0.0005316484832131024
round_info_round_end,0.0005201444853446702
ally2_character_neon,0.0005107505749709153
opponent9_character_skye,0.0005047387941285704
ally3_pre_spike_max_health_loss,0.0004925680324699923
opponent5_character_yoru,0.00047660304541485897
opponent5_character_breach,0.00045974609417288057
self_pre_spike_total_ammo_mag_loss,0.0004577942231799663
self_pre_spike_total_firing_time,0.00044163557061379315
ally2_pre_spike_elims,0.0004225792829353536
self_pre_spike_avg_loadout_value,0.0004217508428419859
opponent6_character_phoenix,0.0004173622547509665
post_spike_information_used,0.0004046326591810779
post_spike_damage_for_team_used,0.00039703692081732807
opponent5_character_cypher,0.0003827030103883807
opponent3_ultimate_usage,0.00038241756946704526
self_pre_spike_longest_gun_secondary_ghost,0.0003764581174663524
ally1_character_yoru,0.0003722722254430497
ally4_character_brimstone,0.00037185586202534757
ally2_character_cypher,0.0003716684211879404
opponent8_character_jett,0.0003714982707123988
ally2_character_raze,0.0003677328455168058
opponent9_character_viper,0.0003534054602522422
opponent0_pre_spike_headshots,0.0003498042614201709
ally1_character_harbor,0.00034147820843260894
opponent9_character_chamber,0.00034084584137995604
self_pre_spike_total_health_loss,0.00033275412419600856
opponent2_pre_spike_ultimate_usage,0.00031238287128554484
opponent7_character_fade,0.00030958189226033237
ally3_character_kay/o,0.00030255896970442654
self_post_spike_total_firing_time,0.0002932970365578707
opponent7_character_neon,0.00029118908572015956
ally2_character_phoenix,0.0002675151763120148
map_Breeze,0.0002651857012947371
opponent8_character_cypher,0.0002618821290734117
ally2_character_sage,0.00026105283887898316
ally3_character_sage,0.0002606080531155973
ally3_post_spike_max_health_loss,0.00025974541464111417
opponent7_character_omen,0.0002594533763077398
post_spike_shield_used,0.00025924621775065424
ally2_post_spike_avg_health,0.0002568871020883609
ally3_pre_spike_assists,0.0002534479560683254
self_post_spike_longest_gun_primary_bucky,0.00025259114669863597
self_post_spike_assists,0.00025205457495844867
opponent8_character_viper,0.00025130259986904903
ally3_character_yoru,0.0002495615177417264
opponent5_character_sage,0.0002471767846305255
opponent5_character_killjoy,0.00024497349735382815
ally4_character_jett,0.00023849271700055225
opponent2_pre_spike_assists,0.00023673909408143055
self_pre_spike_longest_gun_primary_spectre,0.00023673909408143055
ally3_pre_spike_headshots,0.00022358692218801777
opponent5_character_sova,0.00022006721127701474
opponent8_character_kay/o,0.0002195217054209629
ally4_post_spike_elims,0.00021911518374425742
opponent4_ultimate_usage,0.0002190820682144129
self_post_spike_avg_ammo_reserve,0.00020402306649656624
opponent2_pre_spike_first_bloods,0.000201228229969216
self_post_spike_total_ability_usage_2,0.000201228229969216
ally4_post_spike_total_health_loss,0.0001997594107723602
ally1_pre_spike_first_bloods,0.00019675649152545562
opponent4_pre_spike_headshots,0.00019324298274821526
ally1_post_spike_total_health_loss,0.0001869435099405371
ally1_pre_spike_elims,0.0001813941576501268
self_pre_spike_max_credits_loss,0.00016586249403795857
opponent9_character_omen,0.000150921172476912
spike_planted,0.000150921172476912
ally2_character_breach,0.0001333855695795942
ally3_post_spike_assists,0.00013320371153128352
opponent2_pre_spike_headshots,0.00013278325378921065
opponent7_character_viper,0.0001326779538258566
opponent6_character_kay/o,0.0001322079192068279
ally4_ultimate_usage,0.00013186982447073648
opponent9_character_phoenix,0.00013140267207770826
self_post_spike_avg_ammo_mag,0.00013080265987643974
ally3_pre_spike_total_health_loss,0.00013042570460967707
opponent7_character_skye,0.00013034700941967297
opponent7_character_harbor,0.00013031923464673035
self_post_spike_total_loadout_value_loss,0.00013031923464673035
opponent6_character_sage,0.0001291016645430532
self_pre_spike_total_loadout_value_loss,0.00012831945099486242
self_longest_gun_primary_odin,0.00012680572586949016
ally3_post_spike_avg_health,0.0001266992559065434
round_info_ally_side_unknown,0.000126260850176763
opponent8_character_breach,0.00012576764373076
opponent5_character_fade,0.00012456985664760994
ally2_post_spike_first_bloods,0.00012456985664760994
opponent6_character_killjoy,0.00012383275690413287
opponent8_character_yoru,0.00011924635850027613
ally2_pre_spike_headshots,0.00011924635850027613
ally4_pre_spike_headshots,0.00011794210145417934
self_post_spike_elims,0.00011738313414870934
ally2_post_spike_assists,0.00011223186682378928
ally2_character_kay/o,0.00011179346109400889
ally4_pre_spike_elims,0.00010881230213150196
opponent1_post_spike_headshots,0.0001073217226502485
ally1_post_spike_avg_health,0.0001073217226502485
self_pre_spike_max_ammo_reserve_loss,0.000100614114984608
opponent9_character_astra,0.000100614114984608
round_info_round_won,0.000100614114984608
self_pre_spike_longest_gun_primary_none,0.000100614114984608
ally2_pre_spike_wallbangs,6.707607665640534e-05
self_pre_spike_max_ammo_mag_loss,6.707607665640534e-05
opponent0_post_spike_headshots,6.707607665640534e-05
self_post_spike_deaths,6.707607665640534e-05
ally3_post_spike_total_health_loss,3.2506098687334445e-05
ally3_ultimate_usage,0.0
ally3_pre_spike_deaths,0.0
ally3_post_spike_first_bloods,0.0
ally3_pre_spike_first_bloods,0.0
ally3_post_spike_wallbangs,0.0
ally3_pre_spike_wallbangs,0.0
ally3_post_spike_deaths,0.0
self_post_spike_total_ammo_mag_loss,0.0
opponent9_character_neon,0.0
opponent9_character_kay/o,0.0
opponent9_character_harbor,0.0
opponent9_character_fade,0.0
opponent9_character_cypher,0.0
ally3_post_spike_headshots,0.0
self_pre_spike_total_shield_loss,0.0
self_post_spike_max_ammo_mag_loss,0.0
opponent8_character_phoenix,0.0
self_pre_spike_total_ammo_reserve_loss,0.0
opponent8_character_neon,0.0
ally4_pre_spike_deaths,0.0
self_pre_spike_ultimate_usage,0.0
opponent6_character_skye,0.0
self_pre_spike_assists,0.0
opponent6_character_yoru,0.0
self_pre_spike_deaths,0.0
opponent7_character_brimstone,0.0
self_pre_spike_elims,0.0
ally4_post_spike_first_bloods,0.0
self_ultimate_usage,0.0
ally4_pre_spike_first_bloods,0.0
ally4_post_spike_wallbangs,0.0
ally4_pre_spike_wallbangs,0.0
ally4_post_spike_headshots,0.0
ally4_post_spike_ultimate_usage,0.0
ally4_pre_spike_ultimate_usage,0.0
ally4_post_spike_assists,0.0
ally4_pre_spike_assists,0.0
opponent7_character_sage,0.0
opponent7_character_sova,0.0
opponent7_character_yoru,0.0
opponent8_character_astra,0.0
opponent8_character_chamber,0.0
opponent8_character_fade,0.0
opponent8_character_gekko,0.0
opponent8_character_harbor,0.0
ally3_post_spike_ultimate_usage,0.0
ally3_pre_spike_ultimate_usage,0.0
ally4_post_spike_deaths,0.0
round_info_ally_side_attacker,0.0
opponent9_character_reyna,0.0
self_post_spike_longest_gun_primary_odin,0.0
self_post_spike_longest_gun_primary_marshal,0.0
self_post_spike_longest_gun_primary_judge,0.0
self_post_spike_longest_gun_primary_guardian,0.0
self_post_spike_longest_gun_primary_bulldog,0.0
self_post_spike_total_credits_loss,0.0
self_post_spike_longest_gun_primary_ares,0.0
self_pre_spike_longest_gun_secondary_shorty,0.0
self_pre_spike_longest_gun_secondary_sheriff,0.0
self_pre_spike_longest_gun_secondary_none,0.0
self_pre_spike_longest_gun_secondary_frenzy,0.0
self_pre_spike_longest_gun_secondary_classic,0.0
self_post_spike_longest_gun_secondary_shorty,0.0
self_post_spike_longest_gun_secondary_sheriff,0.0
self_post_spike_longest_gun_secondary_none,0.0
self_post_spike_longest_gun_secondary_ghost,0.0
self_post_spike_longest_gun_primary_none,0.0
self_post_spike_longest_gun_primary_operator,0.0
self_post_spike_longest_gun_secondary_classic,0.0
self_post_spike_longest_gun_primary_phantom,0.0
self_pre_spike_longest_gun_primary_vandal,0.0
self_pre_spike_longest_gun_primary_stinger,0.0
self_post_spike_avg_credits,0.0
self_pre_spike_longest_gun_primary_phantom,0.0
self_pre_spike_longest_gun_primary_operator,0.0
self_pre_spike_longest_gun_primary_odin,0.0
self_pre_spike_longest_gun_primary_marshal,0.0
self_pre_spike_longest_gun_primary_judge,0.0
self_pre_spike_longest_gun_primary_guardian,0.0
self_pre_spike_longest_gun_primary_bulldog,0.0
self_pre_spike_longest_gun_primary_bucky,0.0
self_pre_spike_longest_gun_primary_ares,0.0
self_post_spike_longest_gun_primary_vandal,0.0
self_post_spike_longest_gun_primary_stinger,0.0
self_post_spike_longest_gun_primary_spectre,0.0
self_post_spike_longest_gun_secondary_frenzy,0.0
self_pre_spike_longest_inv_state_secondary,0.0
opponent9_character_sage,0.0
self_longest_gun_primary_none,0.0
self_longest_gun_primary_judge,0.0
self_longest_gun_primary_guardian,0.0
self_longest_gun_primary_bulldog,0.0
self_longest_gun_primary_bucky,0.0
self_longest_gun_primary_ares,0.0
self_longest_inv_state_secondary,0.0
self_longest_inv_state_primary,0.0
self_longest_inv_state_none,0.0
self_longest_inv_state_melee,0.0
round_info_ally_side_defender,0.0
self_post_spike_headshots,0.0
ally3_pre_spike_elims,0.0
self_post_spike_total_shield_loss,0.0
opponent9_character_sova,0.0
ally3_post_spike_elims,0.0
self_longest_gun_primary_marshal,0.0
self_longest_gun_primary_operator,0.0
self_pre_spike_longest_inv_state_primary,0.0
self_longest_gun_primary_phantom,0.0
self_pre_spike_longest_inv_state_none,0.0
self_pre_spike_longest_inv_state_melee,0.0
self_post_spike_longest_inv_state_secondary,0.0
self_post_spike_longest_inv_state_primary,0.0
self_post_spike_longest_inv_state_none,0.0
self_post_spike_longest_inv_state_melee,0.0
self_longest_gun_secondary_shorty,0.0
self_longest_gun_secondary_sheriff,0.0
self_longest_gun_secondary_none,0.0
self_longest_gun_secondary_ghost,0.0
self_longest_gun_secondary_frenzy,0.0
self_longest_gun_secondary_classic,0.0
self_longest_gun_primary_vandal,0.0
self_longest_gun_primary_stinger,0.0
self_longest_gun_primary_spectre,0.0
self_pre_spike_headshots,0.0
self_post_spike_ultimate_usage,0.0
self_pre_spike_wallbangs,0.0
ally4_character_harbor,0.0
opponent3_pre_spike_headshots,0.0
opponent3_post_spike_headshots,0.0
ally4_character_neon,0.0
opponent3_pre_spike_wallbangs,0.0
opponent3_post_spike_wallbangs,0.0
opponent3_pre_spike_ultimate_usage,0.0
ally4_character_gekko,0.0
opponent3_pre_spike_assists,0.0
ally4_character_fade,0.0
opponent3_pre_spike_first_bloods,0.0
opponent3_post_spike_first_bloods,0.0
spike_time,0.0
opponent4_pre_spike_elims,0.0
opponent4_post_spike_elims,0.0
opponent3_post_spike_assists,0.0
opponent3_post_spike_deaths,0.0
opponent4_post_spike_deaths,0.0
opponent2_post_spike_headshots,0.0
ally1_character_neon,0.0
opponent2_ultimate_usage,0.0
ally1_character_kay/o,0.0
opponent2_post_spike_assists,0.0
opponent2_post_spike_ultimate_usage,0.0
ally1_character_gekko,0.0
opponent2_pre_spike_wallbangs,0.0
opponent3_pre_spike_deaths,0.0
opponent2_post_spike_wallbangs,0.0
self_post_spike_max_shield_loss,0.0
opponent2_post_spike_first_bloods,0.0
ally4_character_yoru,0.0
opponent3_pre_spike_elims,0.0
opponent3_post_spike_elims,0.0
opponent4_pre_spike_deaths,0.0
opponent4_pre_spike_assists,0.0
opponent2_pre_spike_deaths,0.0
self_post_spike_total_ability_usage_1,0.0
self_post_spike_max_health_loss,0.0
self_post_spike_total_ability_usage_4,0.0
self_post_spike_map_covered,0.0
self_post_spike_total_ability_usage_3,0.0
self_post_spike_total_health_loss,0.0
self_post_spike_movement_metric,0.0
ally1_post_spike_max_health_loss,0.0
self_post_spike_avg_shield,0.0
self_post_spike_max_loadout_value_loss,0.0
self_pre_spike_avg_shield,0.0
self_post_spike_avg_loadout_value,0.0
self_post_spike_max_ammo_reserve_loss,0.0
ally2_post_spike_max_health_loss,0.0
ally2_post_spike_total_health_loss,0.0
self_post_spike_avg_health,0.0
post_spike_healing_used,0.0
opponent4_post_spike_assists,0.0
opponent4_post_spike_first_bloods,0.0
opponent3_post_spike_ultimate_usage,0.0
opponent4_post_spike_headshots,0.0
opponent4_pre_spike_wallbangs,0.0
opponent4_pre_spike_ultimate_usage,0.0
opponent4_post_spike_wallbangs,0.0
opponent4_pre_spike_first_bloods,0.0
all_ally_dead,0.0
ally4_post_spike_max_health_loss,0.0
all_opponent_dead,0.0
opponent4_post_spike_ultimate_usage,0.0
self_pre_spike_max_shield_loss,0.0
post_spike_crowd_control_mobility_used,0.0
ally4_post_spike_avg_health,0.0
post_spike_damage_for_self_used,0.0
opponent2_post_spike_deaths,0.0
opponent2_post_spike_elims,0.0
opponent6_character_neon,0.0
ally2_post_spike_elims,0.0
opponent5_character_neon,0.0
ally1_post_spike_ultimate_usage,0.0
ally1_pre_spike_wallbangs,0.0
ally1_post_spike_wallbangs,0.0
ally2_ultimate_usage,0.0
ally1_post_spike_first_bloods,0.0
ally2_pre_spike_deaths,0.0
opponent5_character_phoenix,0.0
opponent5_character_brimstone,0.0
ally2_post_spike_deaths,0.0
self_post_spike_max_credits_loss,0.0
ally2_pre_spike_ultimate_usage,0.0
ally2_post_spike_headshots,0.0
ally2_post_spike_ultimate_usage,0.0
opponent5_character_omen,0.0
ally1_post_spike_headshots,0.0
ally3_character_phoenix,0.0
ally1_post_spike_elims,0.0
self_post_spike_wallbangs,0.0
opponent6_character_harbor,0.0
opponent6_character_gekko,0.0
self_pre_spike_first_bloods,0.0
self_post_spike_first_bloods,0.0
self_post_spike_total_ammo_reserve_loss,0.0
ally1_pre_spike_deaths,0.0
opponent5_character_reyna,0.0
ally1_post_spike_deaths,0.0
ally1_pre_spike_assists,0.0
ally1_post_spike_assists,0.0
ally1_ultimate_usage,0.0
ally1_pre_spike_headshots,0.0
ally1_pre_spike_ultimate_usage,0.0
ally2_post_spike_wallbangs,0.0
ally2_pre_spike_first_bloods,0.0
opponent2_pre_spike_elims,0.0
opponent1_post_spike_ultimate_usage,0.0
opponent1_pre_spike_elims,0.0
opponent1_post_spike_elims,0.0
opponent1_pre_spike_deaths,0.0
opponent1_post_spike_deaths,0.0
opponent1_pre_spike_assists,0.0
opponent1_post_spike_assists,0.0
opponent1_pre_spike_headshots,0.0
opponent1_pre_spike_ultimate_usage,0.0
opponent1_pre_spike_wallbangs,0.0
opponent1_post_spike_wallbangs,0.0
ally1_character_viper,0.0
opponent1_pre_spike_first_bloods,0.0
opponent1_post_spike_first_bloods,0.0
ally1_character_sage,0.0
opponent0_post_spike_first_bloods,0.0
opponent1_ultimate_usage,0.0
ally3_character_neon,0.0
opponent0_pre_spike_assists,0.0
opponent0_ultimate_usage,0.0
opponent0_pre_spike_elims,0.0
opponent0_post_spike_elims,0.0
ally3_character_gekko,0.0
opponent0_pre_spike_deaths,0.0
opponent0_post_spike_deaths,0.0
ally3_character_brimstone,0.0
opponent0_pre_spike_first_bloods,0.0
opponent0_post_spike_assists,0.0
opponent0_pre_spike_ultimate_usage,0.0
opponent0_pre_spike_wallbangs,0.0
ally2_character_sova,0.0
opponent0_post_spike_wallbangs,0.0
opponent0_post_spike_ultimate_usage,0.0
ally2_pre_spike_assists,0.0
