,importance
opponent9_character_brimstone,0.0017984987369968181
ally3_character_sova,0.001695552172488925
ally3_character_raze,0.001660583566113723
ally4_character_phoenix,0.0016558329796311677
ally4_pre_spike_total_health_loss,0.001627057852771795
opponent7_character_jett,0.0016035601350455728
opponent9_character_killjoy,0.0015843806182332244
opponent6_character_viper,0.0015621187545628219
opponent7_character_cypher,0.0015618650867686066
ally1_character_breach,0.0015146713001215942
opponent8_character_jett,0.0015105207338247813
ally2_character_fade,0.0014937299197680652
ally2_character_gekko,0.0013775737095661884
self_total_firing_time,0.00135378097857828
opponent7_character_astra,0.001247508998737135
opponent5_character_killjoy,0.00120303547465237
ally3_character_viper,0.0011874724723389943
opponent7_character_sage,0.0011741275766745112
self_pre_spike_avg_shield,0.0011658717068953556
ally2_character_jett,0.0011097211728701036
opponent9_character_sage,0.0010894981934519642
ally1_character_skye,0.0010576464077691851
opponent5_character_kay/o,0.0009883484792063506
ally2_character_sage,0.000981336083978718
map_Lotus,0.0009597542363404608
ally2_character_reyna,0.0009537814820857237
opponent6_character_phoenix,0.000929907290407425
ally1_character_fade,0.0009160477138839827
opponent5_character_sage,0.0008736355316336578
opponent0_pre_spike_elims,0.0008451318818068893
ally4_character_kay/o,0.0008287019556164082
map_Icebox,0.0007839578060583266
ally2_character_breach,0.0007726862498563492
opponent6_character_omen,0.0007714189580161931
ally4_character_sage,0.0007667634651877836
ally4_character_jett,0.0007482290520106431
opponent8_character_omen,0.0007363267841311462
opponent6_character_sage,0.0007303983880107653
opponent9_character_harbor,0.0007302853385354496
post_spike_crowd_control_general_used,0.0007205497001703242
self_pre_spike_total_ammo_reserve_loss,0.0007126500778095192
opponent8_character_reyna,0.0007107675221230356
ally1_character_viper,0.0007033061905251294
opponent6_character_killjoy,0.0007021954323822132
ally4_character_neon,0.0006949105673603864
opponent9_character_jett,0.0006664844252938405
ally2_character_viper,0.0006573595006674761
opponent8_character_sage,0.0006409807818292173
opponent8_character_killjoy,0.0006389078408749029
ally3_post_spike_avg_health,0.0006378419149268481
ally4_character_viper,0.0006268912911179689
self_pre_spike_total_loadout_value_loss,0.0006249393915271276
ally4_character_brimstone,0.0006193294740178128
ally2_character_neon,0.000614880424121053
ally3_pre_spike_total_health_loss,0.000608777690532936
ally3_character_harbor,0.0006068068368520518
self_pre_spike_max_health_loss,0.0006009775223993341
ally2_pre_spike_total_health_loss,0.0005813474031448306
opponent7_character_chamber,0.0005618925625125793
self_pre_spike_total_ability_usage_4,0.0005540606155615473
self_post_spike_avg_ammo_reserve,0.0005424703384047654
opponent5_character_harbor,0.0005411130986413562
opponent8_character_breach,0.0005043655447073501
ally2_character_chamber,0.00048555106804195
self_pre_spike_avg_ammo_mag,0.0004612967642016677
opponent8_character_harbor,0.0004489363489718517
round_info_round_start,0.00044847439725036604
ally2_pre_spike_max_health_loss,0.0004481785316015933
self_pre_spike_avg_health,0.0004303553723060722
ally2_post_spike_total_health_loss,0.0004302872888742883
opponent5_character_fade,0.00038029048095840844
opponent5_character_brimstone,0.00037913912669020847
opponent3_pre_spike_deaths,0.0003770971077931114
opponent6_character_cypher,0.0003721704178211717
ally3_character_reyna,0.0003676505316330945
opponent6_character_yoru,0.0003669783731815834
opponent3_pre_spike_ultimate_usage,0.00036681191271969814
opponent9_character_viper,0.00036117975931630817
opponent7_character_breach,0.00035616488801187737
ally1_character_raze,0.00034975372221721535
opponent0_pre_spike_headshots,0.0003355294851851504
opponent8_character_viper,0.0003335977323917822
opponent9_character_omen,0.0003143412045462958
opponent8_character_neon,0.0003132928560341092
opponent8_character_gekko,0.00031198751131648596
opponent4_ultimate_usage,0.00029044293327374173
ally4_pre_spike_max_health_loss,0.0002892773365724627
spike_time,0.0002741159110852631
opponent9_character_reyna,0.00025889970364460606
opponent7_character_gekko,0.0002573553721431662
map_Breeze,0.0002549913154459446
ally1_character_sage,0.0002538128500442049
opponent6_character_fade,0.0002528883257546761
opponent9_character_sova,0.0002528403656143387
ally3_character_breach,0.000251491487917984
opponent8_character_skye,0.00025108077449011466
ally1_character_yoru,0.00025005644376438593
ally3_character_sage,0.0002499731865528912
self_pre_spike_avg_loadout_value,0.0002470472217857833
self_post_spike_total_ability_usage_2,0.0002467930658159974
opponent9_character_cypher,0.0002466322316372009
opponent7_character_raze,0.0002451003544220631
self_post_spike_assists,0.0002427997538087262
opponent6_character_neon,0.0002426493508778423
self_post_spike_longest_gun_primary_bucky,0.0002422834332264457
map_Split,0.00024211999536003653
ally1_post_spike_max_health_loss,0.00024104746928303063
self_pre_spike_longest_gun_primary_operator,0.00023879609049822648
self_pre_spike_total_ammo_mag_loss,0.00023821869062482824
opponent9_character_astra,0.0002309599493592517
opponent5_character_gekko,0.00022843748355288587
ally3_character_cypher,0.00022707826953808776
self_pre_spike_max_ammo_reserve_loss,0.00022059031897985672
ally3_pre_spike_max_health_loss,0.00022003884318240702
ally2_character_harbor,0.00021955719248592653
self_pre_spike_longest_inv_state_secondary,0.00021857272459894353
ally4_pre_spike_deaths,0.00021836213393965615
ally3_character_kay/o,0.00021017355391691897
opponent5_character_yoru,0.00020441231603245038
self_longest_inv_state_primary,0.00019301652910737462
opponent5_character_viper,0.00019301652910737462
self_pre_spike_longest_gun_primary_guardian,0.00018972100129230216
self_post_spike_elims,0.00018382526581654725
self_pre_spike_total_firing_time,0.00018336570265200586
opponent4_pre_spike_assists,0.0001722851241291752
self_pre_spike_elims,0.000167280991893058
self_pre_spike_total_health_loss,0.00015866183624041526
ally1_pre_spike_ultimate_usage,0.0001510175621256773
self_pre_spike_max_shield_loss,0.0001286776860715831
opponent6_character_breach,0.00012837420096292284
opponent5_character_breach,0.00012830143552751343
opponent9_character_skye,0.00012767239164914883
opponent9_character_raze,0.00012755332220082405
opponent2_post_spike_first_bloods,0.000126914978043205
self_post_spike_max_credits_loss,0.0001263798702488763
opponent6_character_gekko,0.0001263519457796234
self_pre_spike_total_credits_loss,0.0001261545941878267
ally2_pre_spike_assists,0.00012605161084563245
round_info_round_end,0.00012569297472435622
opponent2_post_spike_elims,0.00012510330590292804
self_post_spike_movement_metric,0.0001237592366516729
post_spike_damage_for_self_used,0.000122948679535529
self_post_spike_longest_inv_state_secondary,0.00012152892573427292
ally4_post_spike_avg_health,0.00012063533069210914
self_longest_gun_primary_vandal,0.00012063533069210914
ally2_post_spike_max_health_loss,0.00011948642278075576
post_spike_damage_for_team_used,0.00011948642278075576
self_pre_spike_max_credits_loss,0.00011877940252761509
opponent0_pre_spike_ultimate_usage,0.00011697971461053007
opponent2_pre_spike_ultimate_usage,0.0001158099174644248
ally2_post_spike_elims,0.0001125929753126352
ally1_pre_spike_deaths,0.00011029515948992837
ally3_post_spike_total_health_loss,0.00011029515948992837
ally3_pre_spike_headshots,0.00010723140505965256
ally2_ultimate_usage,0.00010294214885726644
round_info_ally_side_attacker,9.650826455368731e-05
ally3_pre_spike_first_bloods,9.650826455368731e-05
self_post_spike_max_shield_loss,9.650826455368731e-05
opponent2_pre_spike_headshots,9.650826455368731e-05
opponent6_character_astra,8.578512404772205e-05
self_post_spike_total_ammo_mag_loss,8.578512404772205e-05
ally1_character_kay/o,8.578512404772205e-05
self_post_spike_avg_credits,8.578512404772205e-05
self_pre_spike_total_shield_loss,8.578512404772205e-05
ally2_post_spike_avg_health,6.433884303579155e-05
opponent4_post_spike_deaths,6.433884303579155e-05
ally3_post_spike_max_health_loss,3.8252741612625455e-05
opponent3_post_spike_elims,0.0
opponent3_pre_spike_wallbangs,0.0
opponent7_character_fade,0.0
opponent1_post_spike_assists,0.0
opponent8_character_yoru,0.0
opponent1_pre_spike_assists,0.0
opponent3_pre_spike_headshots,0.0
opponent3_post_spike_headshots,0.0
opponent9_character_breach,0.0
opponent1_post_spike_deaths,0.0
opponent7_character_brimstone,0.0
opponent1_pre_spike_deaths,0.0
opponent1_post_spike_elims,0.0
opponent9_character_fade,0.0
opponent1_pre_spike_elims,0.0
opponent0_post_spike_first_bloods,0.0
opponent8_character_sova,0.0
opponent0_pre_spike_first_bloods,0.0
opponent0_post_spike_wallbangs,0.0
opponent0_pre_spike_wallbangs,0.0
opponent9_character_neon,0.0
opponent0_post_spike_headshots,0.0
opponent9_character_phoenix,0.0
opponent3_post_spike_wallbangs,0.0
opponent0_post_spike_assists,0.0
opponent0_pre_spike_assists,0.0
opponent0_post_spike_deaths,0.0
opponent0_pre_spike_deaths,0.0
opponent0_post_spike_elims,0.0
opponent3_post_spike_assists,0.0
opponent7_character_harbor,0.0
opponent7_character_phoenix,0.0
opponent1_pre_spike_headshots,0.0
opponent3_pre_spike_elims,0.0
opponent2_pre_spike_first_bloods,0.0
opponent2_post_spike_wallbangs,0.0
opponent7_character_neon,0.0
opponent2_pre_spike_wallbangs,0.0
opponent7_character_sova,0.0
opponent2_post_spike_headshots,0.0
opponent7_character_yoru,0.0
opponent8_character_astra,0.0
ally3_pre_spike_elims,0.0
opponent2_post_spike_assists,0.0
opponent8_character_chamber,0.0
round_info_round_won,0.0
opponent3_post_spike_deaths,0.0
opponent8_character_fade,0.0
opponent3_pre_spike_assists,0.0
opponent2_pre_spike_assists,0.0
opponent2_post_spike_deaths,0.0
opponent2_pre_spike_deaths,0.0
opponent8_character_kay/o,0.0
ally2_post_spike_first_bloods,0.0
opponent1_post_spike_first_bloods,0.0
opponent1_pre_spike_first_bloods,0.0
opponent8_character_phoenix,0.0
opponent1_post_spike_wallbangs,0.0
opponent1_pre_spike_wallbangs,0.0
opponent1_post_spike_headshots,0.0
opponent2_pre_spike_elims,0.0
round_info_ally_side_defender,0.0
opponent9_character_yoru,0.0
self_post_spike_longest_gun_secondary_none,0.0
self_post_spike_longest_gun_primary_odin,0.0
self_post_spike_longest_gun_primary_none,0.0
self_post_spike_longest_gun_primary_marshal,0.0
self_post_spike_longest_gun_primary_judge,0.0
self_post_spike_longest_gun_primary_guardian,0.0
self_post_spike_longest_gun_primary_bulldog,0.0
ally2_pre_spike_headshots,0.0
self_post_spike_longest_gun_primary_ares,0.0
self_pre_spike_longest_gun_secondary_shorty,0.0
self_pre_spike_longest_gun_secondary_sheriff,0.0
self_pre_spike_longest_gun_secondary_none,0.0
self_pre_spike_longest_gun_secondary_ghost,0.0
self_pre_spike_longest_gun_secondary_frenzy,0.0
self_pre_spike_longest_gun_secondary_classic,0.0
self_post_spike_longest_gun_secondary_shorty,0.0
self_post_spike_longest_gun_primary_operator,0.0
self_post_spike_longest_gun_primary_phantom,0.0
self_post_spike_longest_gun_primary_spectre,0.0
self_pre_spike_longest_gun_primary_none,0.0
self_pre_spike_longest_gun_primary_vandal,0.0
self_pre_spike_longest_gun_primary_stinger,0.0
self_pre_spike_longest_gun_primary_spectre,0.0
self_pre_spike_longest_gun_primary_phantom,0.0
ally2_post_spike_deaths,0.0
self_pre_spike_longest_gun_primary_odin,0.0
self_pre_spike_longest_gun_primary_marshal,0.0
self_post_spike_longest_gun_primary_stinger,0.0
self_pre_spike_longest_gun_primary_judge,0.0
ally2_post_spike_assists,0.0
self_pre_spike_longest_gun_primary_bulldog,0.0
self_pre_spike_longest_gun_primary_bucky,0.0
self_pre_spike_longest_gun_primary_ares,0.0
self_post_spike_longest_gun_primary_vandal,0.0
self_post_spike_longest_gun_secondary_sheriff,0.0
self_post_spike_longest_gun_secondary_ghost,0.0
opponent3_post_spike_first_bloods,0.0
self_post_spike_longest_gun_secondary_frenzy,0.0
self_longest_gun_primary_phantom,0.0
self_longest_gun_primary_operator,0.0
self_longest_gun_primary_odin,0.0
self_longest_gun_primary_none,0.0
self_longest_gun_primary_marshal,0.0
self_longest_gun_primary_judge,0.0
self_longest_gun_primary_guardian,0.0
self_longest_gun_primary_bulldog,0.0
self_longest_gun_primary_bucky,0.0
self_longest_gun_primary_ares,0.0
self_longest_inv_state_secondary,0.0
ally2_pre_spike_first_bloods,0.0
self_longest_inv_state_none,0.0
self_longest_inv_state_melee,0.0
round_info_ally_side_unknown,0.0
self_longest_gun_primary_spectre,0.0
self_longest_gun_primary_stinger,0.0
ally2_post_spike_wallbangs,0.0
self_post_spike_longest_inv_state_primary,0.0
self_post_spike_longest_gun_secondary_classic,0.0
ally2_post_spike_headshots,0.0
self_pre_spike_longest_inv_state_primary,0.0
self_pre_spike_longest_inv_state_none,0.0
self_pre_spike_longest_inv_state_melee,0.0
ally2_pre_spike_wallbangs,0.0
self_post_spike_longest_inv_state_none,0.0
self_longest_gun_secondary_classic,0.0
self_post_spike_longest_inv_state_melee,0.0
self_longest_gun_secondary_shorty,0.0
self_longest_gun_secondary_sheriff,0.0
self_longest_gun_secondary_none,0.0
self_longest_gun_secondary_ghost,0.0
self_longest_gun_secondary_frenzy,0.0
opponent3_pre_spike_first_bloods,0.0
self_post_spike_total_ability_usage_4,0.0
opponent4_pre_spike_elims,0.0
ally4_post_spike_first_bloods,0.0
opponent1_post_spike_ultimate_usage,0.0
opponent2_ultimate_usage,0.0
opponent2_post_spike_ultimate_usage,0.0
ally4_character_yoru,0.0
opponent3_ultimate_usage,0.0
ally4_pre_spike_first_bloods,0.0
opponent3_post_spike_ultimate_usage,0.0
ally4_pre_spike_assists,0.0
ally4_character_reyna,0.0
opponent4_pre_spike_ultimate_usage,0.0
opponent4_post_spike_ultimate_usage,0.0
ally1_post_spike_wallbangs,0.0
ally1_pre_spike_wallbangs,0.0
self_pre_spike_deaths,0.0
ally1_character_chamber,0.0
ally4_post_spike_wallbangs,0.0
opponent1_pre_spike_ultimate_usage,0.0
ally1_character_gekko,0.0
ally1_character_harbor,0.0
ally2_pre_spike_deaths,0.0
ally4_pre_spike_wallbangs,0.0
ally1_character_neon,0.0
ally4_post_spike_headshots,0.0
ally1_character_phoenix,0.0
opponent1_ultimate_usage,0.0
ally4_pre_spike_headshots,0.0
opponent0_post_spike_ultimate_usage,0.0
opponent0_ultimate_usage,0.0
ally1_character_sova,0.0
ally2_post_spike_ultimate_usage,0.0
ally2_pre_spike_ultimate_usage,0.0
self_post_spike_map_covered,0.0
ally1_post_spike_headshots,0.0
ally4_character_harbor,0.0
ally1_pre_spike_headshots,0.0
self_post_spike_total_ability_usage_3,0.0
post_spike_healing_used,0.0
ally1_post_spike_elims,0.0
ally1_pre_spike_assists,0.0
ally1_pre_spike_elims,0.0
post_spike_crowd_control_mobility_used,0.0
self_post_spike_first_bloods,0.0
ally1_post_spike_assists,0.0
self_pre_spike_first_bloods,0.0
post_spike_shield_used,0.0
self_post_spike_wallbangs,0.0
self_post_spike_total_ability_usage_1,0.0
self_pre_spike_wallbangs,0.0
post_spike_information_used,0.0
self_post_spike_headshots,0.0
ally4_character_gekko,0.0
self_post_spike_total_loadout_value_loss,0.0
self_post_spike_max_loadout_value_loss,0.0
self_pre_spike_headshots,0.0
self_pre_spike_max_loadout_value_loss,0.0
self_post_spike_avg_loadout_value,0.0
self_post_spike_total_firing_time,0.0
self_post_spike_total_ammo_reserve_loss,0.0
map_unknown,0.0
ally4_character_astra,0.0
spike_planted,0.0
self_post_spike_max_ammo_reserve_loss,0.0
self_pre_spike_assists,0.0
self_post_spike_deaths,0.0
ally4_character_fade,0.0
ally4_post_spike_assists,0.0
ally1_post_spike_ultimate_usage,0.0
opponent6_character_skye,0.0
ally3_post_spike_assists,0.0
ally2_pre_spike_elims,0.0
opponent5_character_sova,0.0
opponent5_character_skye,0.0
ally3_pre_spike_assists,0.0
opponent5_character_raze,0.0
opponent5_character_phoenix,0.0
opponent5_character_neon,0.0
ally4_post_spike_deaths,0.0
ally4_post_spike_max_health_loss,0.0
ally4_post_spike_total_health_loss,0.0
self_post_spike_avg_health,0.0
self_post_spike_max_health_loss,0.0
opponent5_character_cypher,0.0
ally3_post_spike_headshots,0.0
all_opponent_dead,0.0
all_ally_dead,0.0
opponent4_post_spike_first_bloods,0.0
opponent6_character_chamber,0.0
opponent4_pre_spike_first_bloods,0.0
opponent4_post_spike_wallbangs,0.0
opponent4_pre_spike_wallbangs,0.0
opponent6_character_harbor,0.0
ally3_post_spike_deaths,0.0
opponent4_post_spike_headshots,0.0
opponent4_pre_spike_headshots,0.0
opponent4_post_spike_assists,0.0
ally1_post_spike_deaths,0.0
opponent4_pre_spike_deaths,0.0
ally3_pre_spike_deaths,0.0
ally3_post_spike_elims,0.0
opponent4_post_spike_elims,0.0
self_post_spike_total_health_loss,0.0
ally1_post_spike_first_bloods,0.0
ally1_post_spike_avg_health,0.0
ally3_ultimate_usage,0.0
ally1_ultimate_usage,0.0
self_post_spike_ultimate_usage,0.0
self_pre_spike_ultimate_usage,0.0
self_ultimate_usage,0.0
ally2_character_kay/o,0.0
ally4_post_spike_ultimate_usage,0.0
ally4_pre_spike_ultimate_usage,0.0
ally4_ultimate_usage,0.0
ally2_character_phoenix,0.0
ally2_character_raze,0.0
ally3_post_spike_ultimate_usage,0.0
ally3_pre_spike_ultimate_usage,0.0
ally4_post_spike_elims,0.0
ally2_character_sova,0.0
ally2_character_yoru,0.0
ally3_character_yoru,0.0
ally4_pre_spike_elims,0.0
ally3_post_spike_first_bloods,0.0
self_post_spike_max_ammo_mag_loss,0.0
self_pre_spike_max_ammo_mag_loss,0.0
self_post_spike_avg_ammo_mag,0.0
ally3_character_gekko,0.0
self_post_spike_total_credits_loss,0.0
ally3_post_spike_wallbangs,0.0
ally3_character_neon,0.0
self_post_spike_total_shield_loss,0.0
self_post_spike_avg_shield,0.0
ally3_pre_spike_wallbangs,0.0
ally1_post_spike_total_health_loss,0.0
ally1_pre_spike_first_bloods,0.0
ally1_character_jett,0.0
